time,state,q,residual,candidate,denominator,target,stagepeak
3.801743052058476784e-04,2.798547010508342729e-07,8.441944559506762847e-06,1.917013686617924817e+00,-5.620562698788916789e-01,3.222684897275617466e+00,-5.690851130941492197e-01,8.913780414806660388e-06
3.811444844081372818e-04,2.805686525088604007e-07,8.261630315897408307e-06,1.917014901026742990e+00,-5.623352313407837810e-01,3.222686516487351494e+00,-5.690875635882138850e-01,8.235758152589612663e-06
3.826637919870392560e-04,2.816865841521709243e-07,6.745667087982158625e-06,1.917014851101185524e+00,-5.627518514557452445e-01,3.222686449919942575e+00,-5.690916489687922741e-01,7.309340607274310847e-06
3.850324825992258227e-04,2.834292293209134139e-07,3.677664522953804213e-06,1.917010923919820087e+00,-5.633518665096532985e-01,3.222681213678200152e+00,-5.690971066381147470e-01,4.553185530590372337e-06
3.900000000000001014e-04,2.870828614777859300e-07,-3.029382991497494620e-06,1.916998557460530606e+00,-5.644338053367349284e-01,3.222664725066059166e+00,-5.691071825337008505e-01,4.382911704525100391e-06
3.904481362193564322e-04,2.874124098213167699e-07,-3.467454970906287739e-06,1.916997416346490235e+00,-5.645206854976457800e-01,3.222663203580694802e+00,-5.691067918260048764e-01,4.121715921470499179e-06
3.915227691072766143e-04,2.882026327437898137e-07,-3.655593587165555469e-06,1.916995208194112621e+00,-5.647211487273554598e-01,3.222660259377568615e+00,-5.691053595869913773e-01,3.683856609743410366e-06
3.934013206068931218e-04,2.895838956435031827e-07,-2.918375536024662281e-06,1.916993978347816929e+00,-5.650489002134481131e-01,3.222658619582531969e+00,-5.691030050641771032e-01,3.089052333749118886e-06
3.964983882013975252e-04,2.918608153738649500e-07,-1.174981819251427315e-06,1.916996085428781749e+00,-5.655361423199382065e-01,3.222661429023776503e+00,-5.691002879316644503e-01,1.519880551516290208e-06
4.000934629993420106e-04,2.945034540819667754e-07,9.148145513241973760e-07,1.916999956497996482e+00,-5.660286245332697419e-01,3.222666590449319912e+00,-5.690976309550912493e-01,1.447344798498652719e-06
4.019996739647457721e-04,2.959044981908042899e-07,1.388182822070065348e-06,1.917001727773650632e+00,-5.662614797927181254e-01,3.222668952150156585e+00,-5.690966618744978112e-01,1.483394838834758352e-06
